name,label,catchment,river,situation,easting,northing,x,y
Linne E1,Linne E1 - Loch Linne burns - Downstream of forestry track. Site upstream of old livestock drinking troughs to footbridge,knapdale_coastal,Loch Linne burns,Downstream of forestry track. Site upstream of old livestock drinking troughs to footbridge,179255,690475,-5.546867,56.056052
SEPA_490588,SEPA_490588 - Abhainn na Cuile - D/S bend-site 2 u/s small cliff on RB on large mature island,knapdale_coastal,Abhainn na Cuile,D/S bend-site 2 u/s small cliff on RB on large mature island,182815,667551,-5.471343,55.852094
SEPA_490589,SEPA_490589 - Abhainn na Cuile - Start of site approx 15m u/s rock weir,knapdale_coastal,Abhainn na Cuile,Start of site approx 15m u/s rock weir,183218,667183,-5.464624,55.848975
SEPA_490590,SEPA_490590 - Abhainn na Cuile - D/S watergate-u/s site for Kintarbey Hydro,knapdale_coastal,Abhainn na Cuile,D/S watergate-u/s site for Kintarbey Hydro,182069,669588,-5.484873,55.870026
SEPA_490591,"SEPA_490591 - Abhainn na Cuile - U/S bedrock falls, 100m u/s LB trib",knapdale_coastal,Abhainn na Cuile,"U/S bedrock falls, 100m u/s LB trib",183227,668802,-5.465774,55.863499
SFEM1,SFEM1 - Lochan Buic burns - u/s of seafield farm,knapdale_coastal,Lochan Buic burns,u/s of seafield farm,178419,687939,-5.558168,56.032925
SFEM2,SFEM2 - Lochan Buic burns - d/s of loch,knapdale_coastal,Lochan Buic burns,d/s of loch,178787,688436,-5.552684,56.037552
ARGH01,ARGH01 - Allt Bail a Ghobhainn - Allt bail a Ghobhainn (Trib.),loch_fyne_coastal,Allt Bail a Ghobhainn,Allt bail a Ghobhainn (Trib.),208536,710572,-5.091883,56.248962
ARGH02,ARGH02 - Allt Bail a Ghobhainn - Allt bail a Ghobhainn (Trib.),loch_fyne_coastal,Allt Bail a Ghobhainn,Allt bail a Ghobhainn (Trib.),208395,710666,-5.094223,56.249748
ARGH03,ARGH03 - Allt Bail a Ghobhainn - Allt bail a Ghobhainn (Trib.),loch_fyne_coastal,Allt Bail a Ghobhainn,Allt bail a Ghobhainn (Trib.),208118,710712,-5.09872,56.250049
ARGH04,ARGH04 - Allt Bail a Ghobhainn - Allt bail a Ghobhainn (Trib.),loch_fyne_coastal,Allt Bail a Ghobhainn,Allt bail a Ghobhainn (Trib.),207513,710248,-5.108131,56.245642
ARRHI01,ARRHI01 - Allt Rhiabhachan - Allt a Rhiabhachan (Trib.) - middle,loch_fyne_coastal,Allt Rhiabhachan,Allt a Rhiabhachan (Trib.) - middle,208515,710091,-5.091873,56.244638
ARRHI02,ARRHI02 - Allt Rhiabhachan - Allt a Rhiabhachan (Trib.) upper,loch_fyne_coastal,Allt Rhiabhachan,Allt a Rhiabhachan (Trib.) upper,208380,709827,-5.093857,56.242215
ARRHI03,ARRHI03 - Allt Rhiabhachan - Allt a Rhiabhachan (Trib.),loch_fyne_coastal,Allt Rhiabhachan,Allt a Rhiabhachan (Trib.),207983,709239,-5.099826,56.23678
Acharossan B 1,Acharossan B 1 - Acharossan Burn,loch_fyne_coastal,Acharossan Burn,,194052,677048,-5.299392,55.942212
Acharossan B 2,Acharossan B 2 - Acharossan Burn - Access from North Bank upstream of fenceline,loch_fyne_coastal,Acharossan Burn,Access from North Bank upstream of fenceline,194472,676919,-5.292581,55.941234
Acharossan B 3,Acharossan B 3 - Acharossan Burn - Downstream of road bridge,loch_fyne_coastal,Acharossan Burn,Downstream of road bridge,195968,677238,-5.268911,55.944733
Aray 5,Aray 5 - River Aray - Three Bridges. 40m U/s of bend,loch_fyne_coastal,River Aray,Three Bridges. 40m U/s of bend,208900,712431,-5.087361,56.265786
Argyll_0223,Argyll_0223 - River Aray - Downstream of bedrock Step,loch_fyne_coastal,River Aray,Downstream of bedrock Step,208990,712708,-5.08611,56.268307
Argyll_0311,Argyll_0311 - River Aray - Upstream of Long Pool and Electricity pylon crossing,loch_fyne_coastal,River Aray,Upstream of Long Pool and Electricity pylon crossing,208706,714510,-5.091994,56.284359
Argyll_0328,Argyll_0328 - Unnamed tributary - Left bank tributary of Allt Barain (Drimfern). Fished up to obstacle.,loch_fyne_coastal,Unnamed tributary,Left bank tributary of Allt Barain (Drimfern). Fished up to obstacle.,207766,714973,-5.107492,56.288133
Craignafeoch B 1,Craignafeoch B 1 - Craignafeoch Burn - 100 m upstream of Resevoir,loch_fyne_coastal,Craignafeoch Burn,100 m upstream of Resevoir,195370,674542,-5.276426,55.920295
Eas Dubh 1,"Eas Dubh 1 - Eas Dubh (Strachur) - Lower site, start 20m upstream of old wall/building on LB",loch_fyne_coastal,Eas Dubh (Strachur),"Lower site, start 20m upstream of old wall/building on LB",209546,701706,-5.06924,56.169827
Eas Dubh 2,Eas Dubh 2 - Eas Dubh (Strachur) - Upstream of bridge,loch_fyne_coastal,Eas Dubh (Strachur),Upstream of bridge,209776,701721,-5.065552,56.170053
Eas Dubh 3,Eas Dubh 3 - Eas Dubh (Strachur) - Old reservoir pump house,loch_fyne_coastal,Eas Dubh (Strachur),Old reservoir pump house,210121,701950,-5.060168,56.172245
Eas Dubh 4,"Eas Dubh 4 - Eas Dubh (Strachur) - Intake, upstream of meander bend",loch_fyne_coastal,Eas Dubh (Strachur),"Intake, upstream of meander bend",210996,703250,-5.047021,56.184257
Fyne 01,Fyne 01 - River Fyne - Glide and riffle sequence upstream of whirley pool at gravel pit works.,loch_fyne_coastal,River Fyne,Glide and riffle sequence upstream of whirley pool at gravel pit works.,219600,713600,-4.915642,56.280461
Fyne 02,Fyne 02 - River Fyne - Downstream of road bridge,loch_fyne_coastal,River Fyne,Downstream of road bridge,220200,713800,-4.9061,56.282483
Fyne 03,Fyne 03 - River Fyne - Trib. Gravel pit burn. D/S OF TRACK CROSSING,loch_fyne_coastal,River Fyne,Trib. Gravel pit burn. D/S OF TRACK CROSSING,220089,714011,-4.908035,56.284334
Fyne 03a,"Fyne 03a - River Fyne - 2nd burn past gravel works, downstream of track..",loch_fyne_coastal,River Fyne,"2nd burn past gravel works, downstream of track..",220000,713850,-4.90936,56.282856
Fyne 03b,Fyne 03b - River Fyne - Upstream of gravel pit track,loch_fyne_coastal,River Fyne,Upstream of gravel pit track,219950,713990,-4.910262,56.284093
Fyne 04a,Fyne 04a - River Fyne - Downstream of Merk Burn confluence,loch_fyne_coastal,River Fyne,Downstream of Merk Burn confluence,220750,714400,-4.897636,56.288075
Fyne 04b,Fyne 04b - River Fyne - Upstream of Merk Burn Confluence.,loch_fyne_coastal,River Fyne,Upstream of Merk Burn Confluence.,220850,714500,-4.89609,56.28901
Fyne 04c,Fyne 04c - River Fyne - Mainstem - riffle downstream of Black bridge pool,loch_fyne_coastal,River Fyne,Mainstem - riffle downstream of Black bridge pool,221100,714700,-4.892193,56.290899
Fyne 05,"Fyne 05 - River Fyne - Merk Park, upstream of track bridge to marker post.",loch_fyne_coastal,River Fyne,"Merk Park, upstream of track bridge to marker post.",220800,714700,-4.897033,56.290786
Fyne 06,Fyne 06 - River Fyne - Upstream of footbridge.,loch_fyne_coastal,River Fyne,Upstream of footbridge.,221500,714850,-4.88584,56.292396
Fyne 07,Fyne 07 - River Fyne - Downstream of Glenfyne Lodge.,loch_fyne_coastal,River Fyne,Downstream of Glenfyne Lodge.,221900,715400,-4.879758,56.297481
Fyne 07a,"Fyne 07a - River Fyne - Mainstem, riffle/run downstream of Lodge (site 7) near midge pool",loch_fyne_coastal,River Fyne,"Mainstem, riffle/run downstream of Lodge (site 7) near midge pool",221900,715200,-4.879623,56.295686
Fyne 08,Fyne 08 - River Fyne - Left hand channel of mainstem opposite power station,loch_fyne_coastal,River Fyne,Left hand channel of mainstem opposite power station,223100,716400,-4.861064,56.306903
Fyne 08a,Fyne 08a - River Fyne - U/S OF SWING BRIDGE,loch_fyne_coastal,River Fyne,U/S OF SWING BRIDGE,223083,716802,-4.861608,56.310504
Fyne 10,Fyne 10 - River Fyne - Downstream of confluence with Allt a Chaorachain (Inverchorachan),loch_fyne_coastal,River Fyne,Downstream of confluence with Allt a Chaorachain (Inverchorachan),222900,717900,-4.8653,56.320288
Fyne 11,Fyne 11 - River Fyne - ALLT ACHAORACHAIN (TRIB.) U/S OF TRACK BRIDGE,loch_fyne_coastal,River Fyne,ALLT ACHAORACHAIN (TRIB.) U/S OF TRACK BRIDGE,222896,717738,-4.865256,56.318833
Fyne 11a,Fyne 11a - River Fyne - Upstream of track on north side of main River Fyne,loch_fyne_coastal,River Fyne,Upstream of track on north side of main River Fyne,222800,718100,-4.86705,56.322045
Fyne 11b,Fyne 11b - River Fyne - 300m upstream of Allt na Fang confluence by old sheep dip,loch_fyne_coastal,River Fyne,300m upstream of Allt na Fang confluence by old sheep dip,222900,718100,-4.865435,56.322083
Fyne 11e,Fyne 11e - River Fyne - Brand U/S of bench pool,loch_fyne_coastal,River Fyne,Brand U/S of bench pool,23358,18852,-7.252529,49.950728
Fyne 12,Fyne 12 - River Fyne - Fording point upstream of falls,loch_fyne_coastal,River Fyne,Fording point upstream of falls,223300,718850,-4.859479,56.328962
Fyne 12a,Fyne 12a - River Fyne,loch_fyne_coastal,River Fyne,,23720,19383,-7.248023,49.955711
Fyne 12b,Fyne 12b - River Fyne - Adjacent to old stone wall,loch_fyne_coastal,River Fyne,Adjacent to old stone wall,223544,719171,-4.855754,56.331933
Fyne 12c,Fyne 12c - River Fyne - Adjacent to RB regen,loch_fyne_coastal,River Fyne,Adjacent to RB regen,223849,719592,-4.851109,56.335824
Fyne 13,Fyne 13 - River Fyne - Fording point,loch_fyne_coastal,River Fyne,Fording point,224100,719900,-4.84726,56.338681
Fyne 13b,Fyne 13b - River Fyne - 100M D/S OF RUINED HOUSE,loch_fyne_coastal,River Fyne,100M D/S OF RUINED HOUSE,224348,720352,-4.843556,56.342829
Fyne 14,"Fyne 14 - River Fyne - Adjacent to old building, opposite small tributary stream",loch_fyne_coastal,River Fyne,"Adjacent to old building, opposite small tributary stream",224600,720700,-4.839716,56.346045
Fyne 15,Fyne 15 - River Fyne - 20m upstream of confluence,loch_fyne_coastal,River Fyne,20m upstream of confluence,224670,720850,-4.838685,56.347417
Fyne 16,Fyne 16 - River Fyne - Left bank channel of mature Island,loch_fyne_coastal,River Fyne,Left bank channel of mature Island,224650,720850,-4.839009,56.34741
Fyne 4a,Fyne 4a - River Fyne - 50m D/S Merk Burn confluence,loch_fyne_coastal,River Fyne,50m D/S Merk Burn confluence,220756,714418,-4.897551,56.288239
Fyne 7a_SEPA,"Fyne 7a_SEPA - River Fyne - 75 metres D/S weir, in riffle",loch_fyne_coastal,River Fyne,"75 metres D/S weir, in riffle",221906,715232,-4.879547,56.295976
Kilfinan EB1,Kilfinan EB1 - Kilfinan Burn - Upstream of main road bridge,loch_fyne_coastal,Kilfinan Burn,Upstream of main road bridge,193458,679121,-5.310474,55.960551
Kinglas 03a,"Kinglas 03a - Kinglas Water - 300M D/S OF WEIR, 20M U/S OF SWING BRIDGE",loch_fyne_coastal,Kinglas Water,"300M D/S OF WEIR, 20M U/S OF SWING BRIDGE",220797,709529,-4.893574,56.244386
Kinglas 06a,"Kinglas 06a - Kinglas Water - Butter bridge - MIDDLE MAINSTEM, iSLAND U/S OF BRIDGE",loch_fyne_coastal,Kinglas Water,"Butter bridge - MIDDLE MAINSTEM, iSLAND U/S OF BRIDGE",223500,709450,-4.849961,56.244689
Kinglas 09,Kinglas 09 - Kinglas Water - RB channel of island,loch_fyne_coastal,Kinglas Water,RB channel of island,224220,710130,-4.83881,56.251058
Kinglas 11,Kinglas 11 - Kinglas Water - u/s RB wall/meander,loch_fyne_coastal,Kinglas Water,u/s RB wall/meander,224619,710835,-4.832846,56.257531
Kinglas 12,Kinglas 12 - Kinglas Water - u/s of Watergate to ford. Abyssinia,loch_fyne_coastal,Kinglas Water,u/s of Watergate to ford. Abyssinia,225461,711751,-4.819877,56.266061
LFAR02,LFAR02 - River Aray - D/S OF MALTLANDS BRIDGE. LB BRAID,loch_fyne_coastal,River Aray,D/S OF MALTLANDS BRIDGE. LB BRAID,209250,709800,-5.079821,56.242323
LFAR02B,LFAR02B - River Aray - ALLT RHIABHACHAN (TRIB.),loch_fyne_coastal,River Aray,ALLT RHIABHACHAN (TRIB.),208907,710233,-5.085659,56.24607
LFAR03,LFAR03 - River Aray - Hatchery,loch_fyne_coastal,River Aray,Hatchery,208576,711086,-5.09161,56.253589
LFAR04,LFAR04 - River Aray - THREE BRIDGES,loch_fyne_coastal,River Aray,THREE BRIDGES,208938,712259,-5.086624,56.264258
LFAR06B,"LFAR06B - River Aray - STRONMAGACHAN, U/S LB TRIB. CONFLUENCE",loch_fyne_coastal,River Aray,"STRONMAGACHAN, U/S LB TRIB. CONFLUENCE",208735,714128,-5.09125,56.280944
LFAR06C,LFAR06C - River Aray - ALLT A MHAGARAIN (TRIB.) 50 U/S OF CONFLUENCE,loch_fyne_coastal,River Aray,ALLT A MHAGARAIN (TRIB.) 50 U/S OF CONFLUENCE,208687,714186,-5.092066,56.281445
LFAR07D,LFAR07D - River Aray - 100M D/S OF FENCE LINE. DRIMFERN,loch_fyne_coastal,River Aray,100M D/S OF FENCE LINE. DRIMFERN,208779,714751,-5.090991,56.28655
LFAR08A,LFAR08A - River Aray - LADYFIELD. RIFFLE D/S OF BRIDGE,loch_fyne_coastal,River Aray,LADYFIELD. RIFFLE D/S OF BRIDGE,208883,715493,-5.089851,56.293249
LFAR09A,LFAR09A - River Aray - NORTH TULLICH. U/S OF OLD DEER FENCE,loch_fyne_coastal,River Aray,NORTH TULLICH. U/S OF OLD DEER FENCE,209150,716450,-5.086236,56.301942
LFAR10B,LFAR10B - River Aray - WEST TRIB. 30M U/S OF RD BRIDGE,loch_fyne_coastal,River Aray,WEST TRIB. 30M U/S OF RD BRIDGE,209313,717902,-5.084657,56.315034
LFAU01,LFAU01 - AUCHALICK,loch_fyne_coastal,AUCHALICK,,191664,674634,-5.335695,55.91953
LFAU02,LFAU02 - AUCHALICK - Braid section d/s of lower wier and pool/spwn area,loch_fyne_coastal,AUCHALICK,Braid section d/s of lower wier and pool/spwn area,191844,674837,-5.332976,55.921429
LFAU03,LFAU03 - AUCHALICK - U/S of LWD logjAM (U/S of two lower weirs),loch_fyne_coastal,AUCHALICK,U/S of LWD logjAM (U/S of two lower weirs),192241,675141,-5.326869,55.924327
LFAU04,LFAU04 - AUCHALICK - Beside LB holiday cottage d/s of rd bridge,loch_fyne_coastal,AUCHALICK,Beside LB holiday cottage d/s of rd bridge,192605,675541,-5.321361,55.928072
LFAU05,LFAU05 - AUCHALICK - U/S of rd bridge,loch_fyne_coastal,AUCHALICK,U/S of rd bridge,192903,675965,-5.316925,55.932004
LFAU06,LFAU06 - AUCHALICK - D/S of upper weirs,loch_fyne_coastal,AUCHALICK,D/S of upper weirs,193378,676564,-5.309794,55.937581
LFAU07,LFAU07 - AUCHALICK - D/S of fishing pond/weir pool. (between upper weirs),loch_fyne_coastal,AUCHALICK,D/S of fishing pond/weir pool. (between upper weirs),193422,676678,-5.309178,55.938622
LFAU08,LFAU08 - AUCHALICK - RB Trib. 50 u/s of confluence.,loch_fyne_coastal,AUCHALICK,RB Trib. 50 u/s of confluence.,193484,676869,-5.308333,55.940362
LFAU09,LFAU09 - AUCHALICK - 50m u/s of upper weir/fishing pond/pool d/s of Acharossan,loch_fyne_coastal,AUCHALICK,50m u/s of upper weir/fishing pond/pool d/s of Acharossan,193583,676736,-5.306649,55.939212
LFAU10,"LFAU10 - AUCHALICK - U/S of WG, beside track.",loch_fyne_coastal,AUCHALICK,"U/S of WG, beside track.",193818,676785,-5.302931,55.939752
LFAU11,LFAU11 - AUCHALICK - U/S of upper bridge,loch_fyne_coastal,AUCHALICK,U/S of upper bridge,193971,677068,-5.300702,55.942356
LFAU12,LFAU12 - AUCHALICK - U/S of Acharossan. Gorgey section. d/s of rb trib.,loch_fyne_coastal,AUCHALICK,U/S of Acharossan. Gorgey section. d/s of rb trib.,194195,677028,-5.297091,55.942093
LFAU13,LFAU13 - AUCHALICK - Upper RB trib. 10m u/s of confluence.,loch_fyne_coastal,AUCHALICK,Upper RB trib. 10m u/s of confluence.,194231,677037,-5.296523,55.942189
LFCS01,LFCS01 - CUILARSTICH - U/S OF OLD GARAGES,loch_fyne_coastal,CUILARSTICH,U/S OF OLD GARAGES,186860,688511,-5.423414,56.041885
LFCS02,LFCS02 - CUILARSTICH - BLARBUIE GOLF COURSE. FINISH 10M D/S OF DIPPEN BURN TRIB. CONFLUENCE,loch_fyne_coastal,CUILARSTICH,BLARBUIE GOLF COURSE. FINISH 10M D/S OF DIPPEN BURN TRIB. CONFLUENCE,187543,688926,-5.4128,56.04591
LFCS03,LFCS03 - CUILARSTICH - BADDEN BURN (TRIB.) D/S OF PIPE OVER BURN,loch_fyne_coastal,CUILARSTICH,BADDEN BURN (TRIB.) D/S OF PIPE OVER BURN,185977,688510,-5.437561,56.041482
LFCS04,LFCS04 - CUILARSTICH - AT BACK OF HOUSES. MEADOW RD.,loch_fyne_coastal,CUILARSTICH,AT BACK OF HOUSES. MEADOW RD.,185740,689100,-5.44183,56.046667
LFCS05,LFCS05 - CUILARSTICH - U/S OF CEMETRY RD BRIDGE,loch_fyne_coastal,CUILARSTICH,U/S OF CEMETRY RD BRIDGE,185297,689606,-5.449334,56.051007
LFCS06,LFCS06 - CUILARSTICH - ADJACENT TO FORESTRY TIMBER DEPOT,loch_fyne_coastal,CUILARSTICH,ADJACENT TO FORESTRY TIMBER DEPOT,184598,691049,-5.461696,56.063634
LFCS07,LFCS07 - CUILARSTICH - AUCHOISH BURN (TRIB.) FROM BEND UP TO FORESTRY BRIDGE,loch_fyne_coastal,CUILARSTICH,AUCHOISH BURN (TRIB.) FROM BEND UP TO FORESTRY BRIDGE,186588,690992,-5.429749,56.064014
LFDG01,LFDG01 - DOUGLAS - D/S OF LOWER BRIDGE,loch_fyne_coastal,DOUGLAS,D/S OF LOWER BRIDGE,207126,705275,-5.110747,56.200872
LFDG02,"LFDG02 - DOUGLAS - D/S OF HIGH LB, RIFFLE SECTION",loch_fyne_coastal,DOUGLAS,"D/S OF HIGH LB, RIFFLE SECTION",206440,704845,-5.121473,56.196736
LFDG03,LFDG03 - DOUGLAS - RH BRAID,loch_fyne_coastal,DOUGLAS,RH BRAID,205817,704724,-5.131409,56.195397
LFDG04,LFDG04 - Allt Garbh - U/S OF RD BRIDGE,loch_fyne_coastal,Allt Garbh,U/S OF RD BRIDGE,205708,704757,-5.133187,56.195648
LFDG04A,LFDG04A - Allt Garbh - GARBH ALLT (TRIB.),loch_fyne_coastal,Allt Garbh,GARBH ALLT (TRIB.),204931,704121,-5.145223,56.189625
LFDG05,LFDG05 - DOUGLAS - D/S OF POOL BELOW DAM AND FISH LADDER,loch_fyne_coastal,DOUGLAS,D/S OF POOL BELOW DAM AND FISH LADDER,205472,704872,-5.137069,56.196583
LFKIL01,LFKIL01 - KILAIL,loch_fyne_coastal,KILAIL,,193273,684585,-5.31763,56.009482
LFKIL02,LFKIL02 - KILAIL,loch_fyne_coastal,KILAIL,,193907,683967,-5.307006,56.004211
LFKILF01,LFKILF01 - Kilfinan Burn,loch_fyne_coastal,Kilfinan Burn,,192745,679068,-5.321834,55.959768
LFKILF02,LFKILF02 - Kilfinan Burn,loch_fyne_coastal,Kilfinan Burn,,193432,679095,-5.31087,55.960307
LFKILF03,LFKILF03 - Kilfinan Burn,loch_fyne_coastal,Kilfinan Burn,,194163,679367,-5.299388,55.96306
LFKILF04,LFKILF04 - Kilfinan Burn,loch_fyne_coastal,Kilfinan Burn,,194399,681403,-5.297169,55.981424
LFKILF05,LFKILF05 - Kilfinan Burn,loch_fyne_coastal,Kilfinan Burn,,196427,680686,-5.264179,55.975857
LFLAR01,LFLAR01 - LARGIEMORE,loch_fyne_coastal,LARGIEMORE,,194380,686491,-5.301366,56.027054
LFLAR02,LFLAR02 - LARGIEMORE,loch_fyne_coastal,LARGIEMORE,,194675,686358,-5.296539,56.025987
LFSH01a,LFSH01a - River Shira - D/S OF ALLT BUIDHE,loch_fyne_coastal,River Shira,D/S OF ALLT BUIDHE,212214,712578,-5.034038,56.268427
LFSH02,LFSH02 - River Shira - ALLT BUIDHE (TRIB.) U/S OF BEND,loch_fyne_coastal,River Shira,ALLT BUIDHE (TRIB.) U/S OF BEND,212264,712548,-5.033211,56.268178
LFSH05,LFSH05 - River Shira - 50M D/S OF BRIDGE,loch_fyne_coastal,River Shira,50M D/S OF BRIDGE,212559,713416,-5.02907,56.276082
LFSH05b,LFSH05b - River Shira - Kilblaan Burn,loch_fyne_coastal,River Shira,Kilblaan Burn,212858,713445,-5.024269,56.27646
LFSH05c,LFSH05c - River Shira - d/s from LB trib,loch_fyne_coastal,River Shira,d/s from LB trib,213154,713921,-5.019833,56.280847
LFSH06,LFSH06 - River Shira,loch_fyne_coastal,River Shira,,213420,714369,-5.015859,56.284971
LFSH06b,LFSH06b - River Shira - u/s from Elrigbeag bridge and large fallen tree on LB,loch_fyne_coastal,River Shira,u/s from Elrigbeag bridge and large fallen tree on LB,213745,714820,-5.010935,56.289145
LFSH07,"LFSH07 - River Shira - NEXT TO ELLERIC MORE, D/S OF STEPPING STONES & RB TRIB.",loch_fyne_coastal,River Shira,"NEXT TO ELLERIC MORE, D/S OF STEPPING STONES & RB TRIB.",213796,715121,-5.010325,56.291866
LFSH08,LFSH08 - Creag Bhan - CREAG BHAN TRIB. U/S OF CULVERT,loch_fyne_coastal,Creag Bhan,CREAG BHAN TRIB. U/S OF CULVERT,213732,715158,-5.011384,56.292172
LFSH09,LFSH09 - River Shira - MAINSTEM ALONG ISLAND. EILEAN AN EAGAILL.,loch_fyne_coastal,River Shira,MAINSTEM ALONG ISLAND. EILEAN AN EAGAILL.,213913,715233,-5.008516,56.292916
LFSH10,LFSH10 - River Shira - STUCKGOAY BURN (TRIB.) 30M U/S OF CONFLUENCE TO BRIDGE,loch_fyne_coastal,River Shira,STUCKGOAY BURN (TRIB.) 30M U/S OF CONFLUENCE TO BRIDGE,214133,715837,-5.005393,56.298422
LFSTR01,LFSTR01 - STRATHLACHLAN,loch_fyne_coastal,STRATHLACHLAN,,201226,695344,-5.198273,56.10936
LFSTR02,LFSTR02 - STRATHLACHLAN,loch_fyne_coastal,STRATHLACHLAN,,201226,695929,-5.198709,56.114607
LFSTR03,LFSTR03 - STRATHLACHLAN,loch_fyne_coastal,STRATHLACHLAN,,203150,696556,-5.168279,56.121029
LFSTR04,LFSTR04 - STRATHLACHLAN,loch_fyne_coastal,STRATHLACHLAN,,204237,697034,-5.151174,56.125764
Leacann 10,Leacann 10 - Leacann Water - TRIBUTARY. D/S OF AUCHUNDRAIN BRIDGE,loch_fyne_coastal,Leacann Water,TRIBUTARY. D/S OF AUCHUNDRAIN BRIDGE,202753,702783,-5.179268,56.176725
Leacann 11,Leacann 11 - Leacann Water - U/S OF FOOT BRIDGE,loch_fyne_coastal,Leacann Water,U/S OF FOOT BRIDGE,202191,702185,-5.187861,56.171128
Leacann 12,Leacann 12 - Leacann Water,loch_fyne_coastal,Leacann Water,,202141,702232,-5.1887,56.171529
Leacann 6,Leacann 6 - Leacann Water - D/S of water works,loch_fyne_coastal,Leacann Water,D/S of water works,202306,701138,-5.185234,56.161784
Leacann 7,"Leacann 7 - Abhainn Dubhan - Abhainn Dubhan, u/s of Leacann confluence",loch_fyne_coastal,Abhainn Dubhan,"Abhainn Dubhan, u/s of Leacann confluence",202247,701858,-5.186718,56.168218
Leacann 7A,Leacann 7A - Abhainn Dubhan - LRG BOULDER ON RB UP TO TAIL OF POOL,loch_fyne_coastal,Abhainn Dubhan,LRG BOULDER ON RB UP TO TAIL OF POOL,199876,700901,-5.224119,56.158644
Leacann 7B,"Leacann 7B - Abhainn Dubhan - RB trib (Abhainn Dubhan), u/s of footbridge",loch_fyne_coastal,Abhainn Dubhan,"RB trib (Abhainn Dubhan), u/s of footbridge",202256,701842,-5.186561,56.168078
Leacann 7C,Leacann 7C - Leacann Water - RIFFLE SECTION,loch_fyne_coastal,Leacann Water,RIFFLE SECTION,202374,701951,-5.184745,56.169105
Leacann 7ai,Leacann 7ai - Leacann Water - U/S of  confluence,loch_fyne_coastal,Leacann Water,U/S of  confluence,202380,701949,-5.184647,56.169089
Leacann 9,Leacann 9 - Leacann Water - U/S OF BRIDGE,loch_fyne_coastal,Leacann Water,U/S OF BRIDGE,202239,702292,-5.187169,56.172108
SEPA 331012,SEPA 331012 - Erallich Water - Erallich u/s 3 bridges,loch_fyne_coastal,Erallich Water,Erallich u/s 3 bridges,208849,712311,-5.088096,56.264689
SEPA 551688,SEPA 551688 - River Fyne - 50m d/s Merk Burn conf,loch_fyne_coastal,River Fyne,50m d/s Merk Burn conf,220762,714418,-4.897454,56.288241
SEPA 551689,SEPA 551689 - River Fyne - 50m us Allt Coire an Lnggart conf,loch_fyne_coastal,River Fyne,50m us Allt Coire an Lnggart conf,224628,720784,-4.83932,56.346809
SEPA 551690,SEPA 551690 - River Fyne - d/s of Allt Ruadh conf,loch_fyne_coastal,River Fyne,d/s of Allt Ruadh conf,223712,719337,-4.853151,56.333485
SEPA 551691,SEPA 551691 - River Fyne - u/s of Allt Ruadh conf,loch_fyne_coastal,River Fyne,u/s of Allt Ruadh conf,224174,720110,-4.846205,56.340593
SEPA 551781,SEPA 551781 - River Fyne - 50m d/s of Glenfyne Lodge,loch_fyne_coastal,River Fyne,50m d/s of Glenfyne Lodge,221921,715112,-4.879224,56.294905
SEPA 551782,"SEPA 551782 - River Fyne - main channel at  Allt Na Lairige Power Station, 70m u/s of tailrace",loch_fyne_coastal,River Fyne,"main channel at  Allt Na Lairige Power Station, 70m u/s of tailrace",223007,716341,-4.862525,56.306339
SEPA 562437,SEPA 562437 - Erallich Water - u/s of Allt nan Ord conf,loch_fyne_coastal,Erallich Water,u/s of Allt nan Ord conf,207960,711857,-5.102097,56.260257
SEPA_379317,SEPA_379317 - DOUGLAS - Top of site is 2m u/s forestry firebreak,loch_fyne_coastal,DOUGLAS,Top of site is 2m u/s forestry firebreak,204201,707108,-5.159171,56.216121
SEPA_479735,SEPA_479735 - DOUGLAS - U/S end of site is 1st riffle d/s fish ladder,loch_fyne_coastal,DOUGLAS,U/S end of site is 1st riffle d/s fish ladder,205429,705250,-5.138038,56.199957
SEPA_479736,SEPA_479736 - DOUGLAS - Right channel of island from top of big boulder in middle of river up to riffle,loch_fyne_coastal,DOUGLAS,Right channel of island from top of big boulder in middle of river up to riffle,205810,704770,-5.131556,56.195806
SEPA_479737,SEPA_479737 - DOUGLAS - 200m u/s bridge. Site ends 30m d/s falls by RB trib,loch_fyne_coastal,DOUGLAS,200m u/s bridge. Site ends 30m d/s falls by RB trib,203842,707577,-5.165298,56.22018
SEPA_479738,SEPA_479738 - DOUGLAS - D/S intake. U/S end of site at ford below LB trib,loch_fyne_coastal,DOUGLAS,D/S intake. U/S end of site at ford below LB trib,204273,707298,-5.158152,56.217855
SEPA_Fyne 8,SEPA_Fyne 8 - River Fyne,loch_fyne_coastal,River Fyne,,222997,716343,-4.862688,56.306353
SEPA_Fyne_12a,"SEPA_Fyne_12a - River Fyne - @ Allt Ruadh, 100m D/S forestry block",loch_fyne_coastal,River Fyne,"@ Allt Ruadh, 100m D/S forestry block",223704,719336,-4.85328,56.333473
SEPA_Fyne_13,"SEPA_Fyne_13 - River Fyne - 100 m U/S bend, beside copse",loch_fyne_coastal,River Fyne,"100 m U/S bend, beside copse",224168,720120,-4.846309,56.340681
SEPA_Fyne_16,SEPA_Fyne_16 - River Fyne - 50 metres U/S confluence with Allt Coire an Longairt,loch_fyne_coastal,River Fyne,50 metres U/S confluence with Allt Coire an Longairt,224624,720786,-4.839386,56.346826
