name,label,catchment,river,situation,easting,northing,x,y
AROS 5,"AROS 5 - Tributary of R. Aros, Between 2 bends D/S of forestry track",unknown,,"Tributary of R. Aros, Between 2 bends D/S of forestry track",153800,745600,-6.006075,56.537702
AROS 6,AROS 6 - First riffle u/s junction,unknown,,First riffle u/s junction,152300,745600,-6.030405,56.536914
AROS 7,"AROS 7 - Upper river, d/s of 2nd bend u/s of confluence",unknown,,"Upper river, d/s of 2nd bend u/s of confluence",152000,745600,-6.035271,56.536756
AROS 8,"AROS 8 - Trib of Loch Frisa, u/s of dead tree",unknown,,"Trib of Loch Frisa, u/s of dead tree",147900,750400,-6.106428,56.577588
Ardyne 01,Ardyne 01 - 30m upstream of bridge at Killelan Farm,unknown,,30m upstream of bridge at Killelan Farm,210600,669400,-5.029487,55.880398
Ardyne 02,Ardyne 02 - staerted fishing 50m upstream of confluence with the mainstem of Ardyne.,unknown,,staerted fishing 50m upstream of confluence with the mainstem of Ardyne.,210700,669600,-5.02803,55.882232
Ardyne 03,Ardyne 03 - started fishing 10m upstream from confluence with main river.,unknown,,started fishing 10m upstream from confluence with main river.,210600,670500,-5.030256,55.890268
Ardyne 04,Ardyne 04 - 100m downstrea from broken concrete bridge,unknown,,100m downstrea from broken concrete bridge,211800,673400,-5.013116,55.916758
Ardyne 05,Ardyne 05 - started fishing 10m upstream of confluence with main river.,unknown,,started fishing 10m upstream of confluence with main river.,211600,673000,-5.016032,55.913091
Ardyne 06,Ardyne 06 - 50m upstream of joining of Socach and Black Craig burn,unknown,,50m upstream of joining of Socach and Black Craig burn,212800,674800,-4.998109,55.92971
Ardyne 07,Ardyne 07 - 50m upstrream of confluence with the Socach Burn,unknown,,50m upstrream of confluence with the Socach Burn,212500,674800,-5.002904,55.929593
Aros 1,Aros 1 - Downstream of stepping stones in left hand channel above island,unknown,,Downstream of stepping stones in left hand channel above island,155200,745100,-5.982895,56.533952
Aros 2,"Aros 2 - Jucntion burn, downstream of woodland",unknown,,"Jucntion burn, downstream of woodland",152600,745300,-6.025253,56.534384
Avich 1,Avich 1 - 100m upstream from Loch Avich.,unknown,,100m upstream from Loch Avich.,195400,715400,-5.307255,56.286792
Avich 2,Avich 2 - 5m upstream of roadbridge - site ends at pipe entering on right bank.,unknown,,5m upstream of roadbridge - site ends at pipe entering on right bank.,194600,715400,-5.320156,56.286446
Avich 3,Avich 3 - 100m above Loch Avich,unknown,,100m above Loch Avich,193300,714800,-5.340649,56.2805
Avich 4,Avich 4 - - tributary of Loch Awe - 0m upstream of Loch Avich,unknown,,- tributary of Loch Awe - 0m upstream of Loch Avich,193200,714000,-5.341635,56.273282
Avich 5,Avich 5 - 100m upstream of Loch Avich,unknown,,100m upstream of Loch Avich,192200,714600,-5.358227,56.278226
Awe 141A,Awe 141A - downstream from bridge at Cladich. Site located 10m upstream of confluence with Archan River.,unknown,,downstream from bridge at Cladich. Site located 10m upstream of confluence with Archan River.,209600,722400,-5.08328,56.355501
Awe 141B,Awe 141B - Upstream of falls. Downstream of main A819 road bridge,unknown,,Upstream of falls. Downstream of main A819 road bridge,209900,721900,-5.07807,56.351136
Awe 42B,Awe 42B,unknown,,,195600,711400,-5.300935,56.251001
Awe 42D,Awe 42D,unknown,,,195300,711700,-5.306001,56.253562
Awe 45,Awe 45,unknown,,,195000,709200,-5.308898,56.23101
Awe 49A,Awe 49A,unknown,,,192100,706800,-5.353712,56.208225
Awe 49B,Awe 49B,unknown,,,192200,707100,-5.352338,56.210959
Awe 54A,Awe 54A,unknown,,,190500,705900,-5.378749,56.199452
Awe 55C,Awe 55C,unknown,,,189400,706300,-5.396764,56.202554
Awe 55D,Awe 55D,unknown,,,189600,707200,-5.39426,56.210714
Awe 56,Awe 56,unknown,,,189200,705300,-5.399187,56.193497
Awe 59A,Awe 59A,unknown,,,187700,704600,-5.422756,56.186552
Awe 59B,Awe 59B,unknown,,,187700,705200,-5.423235,56.191933
Awe 59C,Awe 59C,unknown,,,187900,704800,-5.419699,56.188435
Awe 60,Awe 60,unknown,,,187500,704700,-5.426052,56.18736
Awe 62,Awe 62 - directly downstream of road bridge at Ford. Site started 10m below bridge.,unknown,,directly downstream of road bridge at Ford. Site started 10m below bridge.,186900,703700,-5.4349,56.178124
Awe 63A,Awe 63A,unknown,,,186800,702000,-5.435144,56.162833
Awe 63B,Awe 63B,unknown,,,187100,702100,-5.430403,56.163864
Awe 63C,Awe 63C,unknown,,,187500,701100,-5.423175,56.155074
Awe 63D,Awe 63D - Barmolloch Farm - site located upstream of fording point in cottage garden.,unknown,,Barmolloch Farm - site located upstream of fording point in cottage garden.,187900,699700,-5.415632,56.142696
Awe 63E,Awe 63E,unknown,,,188000,699700,-5.414026,56.142741
Awe 64,Awe 64,unknown,,,187900,703800,-5.418901,56.179467
Awe 65,Awe 65,unknown,,,188100,703800,-5.415685,56.179556
Awe 74A,"Awe 74A - Site located 30m upstream from lochshore, started fishing at top of large corner pool.",unknown,,"Site located 30m upstream from lochshore, started fishing at top of large corner pool.",190900,704800,-5.371447,56.189762
Awe 74B,Awe 74B,unknown,,,191000,704800,-5.369839,56.189806
Awe 77,Awe 77 - First stream crossed by road to the NE of Rubha Cuilin Point. Site fished 5m upstream from lochshore,unknown,,First stream crossed by road to the NE of Rubha Cuilin Point. Site fished 5m upstream from lochshore,192300,705500,-5.349476,56.196653
Awe 78,Awe 78 - site fished started 5m up from lochshore. Footbridge across the site approximately 3/4 up the site,unknown,,site fished started 5m up from lochshore. Footbridge across the site approximately 3/4 up the site,192400,705700,-5.348024,56.19849
Awe 79,Awe 79 - downstream from road on small burn - qualitative fishing close to shore.,unknown,,downstream from road on small burn - qualitative fishing close to shore.,192800,705900,-5.341744,56.200458
Awe 84,"Awe 84 - downstream of roadbridge, started fishing 15m down. Stopped fishing 5m upstream of confluence with burn on right.",unknown,,"downstream of roadbridge, started fishing 15m down. Stopped fishing 5m upstream of confluence with burn on right.",194100,706800,-5.321526,56.209095
Awe 86,Awe 86 - started fishing 15m up from the loch shore,unknown,,started fishing 15m up from the loch shore,194700,707300,-5.312257,56.213838
Awe 88,Awe 88,unknown,,,195400,707600,-5.301221,56.216831
Awe 89A1,Awe 89A1 - Main river - upstream of confluence with Allt Doir nan Sobhrachan,unknown,,Main river - upstream of confluence with Allt Doir nan Sobhrachan,195600,707700,-5.298079,56.217814
Awe 89B2,"Awe 89B2 - Annual Monitoring site - started at first gate in fence,  20m upstream of bridge.",unknown,,"Annual Monitoring site - started at first gate in fence,  20m upstream of bridge.",195500,707500,-5.299535,56.215977
